,Text,Level
41,"Rachel Mills teaches and does research into marine geochemistry, which means she studies the chemical processes happening in the sea. She is a lecturer at the Oceanography Centre at Southampton University. When she isn't teaching, she lowers herself into a steel vehicle, a vessel for underwater exploration the size of a small car, and dives three kilometres down into the Atlantic Ocean to study underwater volcanoes. 
'Inside,' she says, 'space is so limited that I can reach out and touch the two pilots. They are used to these conditions, which mean we can't stand up or move and we must stay inside until someone opens the door from the outside. A dive can last for 16 hours - three hours to reach the ocean floor, ten hours gathering samples of rock and water and then three hours to get back up to the surface again.' 
'If anything happens, and you have a problem and have to get to the top quickly, you can hit a panic button. The outside drops away leaving a small circular escape vessel that gets released, and it's like letting go of a ping-pong ball in the bath - it goes rapidly to the surface. No-one's tested it yet, but I don't think it would be a very pleasant journey.'
'I didn't know how I was going to react the first time I climbed into the vehicle. It was on the deck of a ship and I got in with an instructor. He then talked me through the emergency procedures; including what to do if the pilot had a heart attack! They were testing me to see how I would react to being in such a small place.'
Now Rachel has made six dives. Last year she dived with a Russian crew. 'We went to a site which was a five-day sail west of the Canary Islands in the Atlantic. Here, on the ocean floor, is a huge area of underwater volcanoes, their chimneys all blowing out black smoke. It is where the Atlantic Ocean comes alive. 
The Russian team were dropping off some scientific equipment there to discover the effect of a multi-national programme that would make a hole 150 metres through a volcano.' 
When she isn't at sea, Rachel is in her office at the Oceanography Centre, Southampton. 'Two thirds of my salary comes from teaching, which I love, but I do it so I can get on with my research into the ""black smokers"". This is just another name for underwater volcanoes - water comes out of the rock and turns into what looks like black smoke. This pours out at a rate of one metre per second and at a temperature of 350 degrees.'
'The only time I've been frightened is when I first went down with the Americans. We were towing equipment on a SO-metre rope when suddenly there was an explosion. 
There was this immense bang as the shock waves hit our vehicle and I thought, ""I'm going to die."" We stared at each other in silence, waiting. When it didn't happen, we couldn't believe it. The relief was incredible - we were still alive!' 
'It's such an adventure diving down to the deepest part of the ocean. Every time I look out of the porthole and see those chimneys, there is such a sense of wonder. Here I am on the bottom of the sea, and no-one else on this planet has ever before seen them. I had studied the black smokers for three years for my Ph.D. When I got down there and saw them for real it was such an amazing feeling.' ",3
42,"In the past, importance was not given to shoes being comfortable or fashionable. These early foot coverings were probably animal skins, which people tied round their ankles during cold weather. We still use leather today, but other materials such as silk, plastic, or cotton are also popular, depending on what is in fashion. 
It was only one hundred and fifty years ago that people began to wear a different shoe on each foot. Formerly, the two shoes had been straight instead of shaped and could be worn on the left or the right foot. All shoes used to be made by hand, but now, although there are shoemakers still using their traditional skills, most shoes are now machine-made in large factories. The introduction of sewing machines allowed the shoe industry to produce large quantities of cheaper shoes for a wider range of buyers. ",2
43,"In a park in a small town in central England, John Pickering cuts the grass and waters the flowers. But all last week he was in Tokyo and millions of Japanese people watched the thirty-five-year-old gardener on television because John is the number one singer in Japan at the moment. John visited Japan a few months ago to sing in dance clubs in Osaka and Nagoya. A disc jockey heard his songs and played them on his radio show. Hundreds of young people phoned the radio and asked the disc jockey to play the songs once more.
John, who uses the name Jon Otis when he sings in Japan, is not going to stop working in the park in England. He does not know yet how much he will earn from his music. 'I must keep my job in the park,' he says. 'I still have to pay my bills!' The other gardeners do not know that he is famous in Japan. They've never even heard him sing.
John's wife, Denise, a hospital worker, says, 'This will not change the way we live. I only know John Pickering, not Jon Otis!'",1
44,"People are interested in the weather for a lot of reasons and it is important for people in many different jobs. For example, the weather makes a big difference for farmers. 
Many years ago, farmers spent a long time looking at the sky and at animals and flowers to try and learn more about the weather. Now there are lots of computer programmes which help us to learn about the weather, and people can even get weather information on their mobile phones. 
Today, a lot of people still believe in the old ideas about the weather. They say, for example, that if there is a red sky in the evening, it will be sunny the next day. Some people also think that when cows lie down in the fields, it will soon rain. ",1
45,"Southwell in Nottinghamshire is full of surprises. The first is Britain's least-known ancient cathedral, Southwell Minster, celebrated by writers of an environmental disposition for the pagan figures of 'green' men which medieval craftsmen carved into the decoration in its thirteenth-century chapter house. The second, appropriately enough, is Britain's greenest dwelling, the 'autonomous house', designed and built by Robert and Brenda Vale. 
The Vales use rainwater for washing and drinking, recycle their sewage into garden compost and heat their house with waste heat from electrical appliances and their own body heat, together with that of their three teenage children and their two cats, Edison and Faraday. You could easily miss the traditional-looking house, roofed with clay pantiles, on a verdant corner plot 300 yards from the Minster. It was designed to echo the burnt-orange brick of the town's nineteenth-century buildings and won approval from the planners even though it is in a conservation area.
Ring the solar-powered doorbell and there is total silence. The house is super-insulated, with krypton-filled triple-glazed windows, which means that you do not hear a sound inside. Once inside and with your shoes off (at Robert's insistence), there is a monastic stillness. It is a sunny summer's day, the windows are closed and the conservatory is doing its normal job of warming the air before it ventilates the house. Vale apologises and moves through the house, opening ingenious ventilation shafts and windows. You need to create draughts because draught-proofing is everywhere: even Edison and Faraday have their own air-locked miniature door. 
The Vales, who teach architecture at Nottingham University, were serious about the environment long before it hit the political agenda. They wrote a book on green architecture back in the 1970s, The Autonomous House. They began by designing a building which emitted no carbon dioxide. Then they got carried away and decided to do without mains water as well. They designed composting earth closets, lowered rainwater tanks into the cellar, and specified copper gutters to protect the drinking water, which they pass through two filters before use. Water from washing runs into the garden (the Vales don't have a dishwasher because they believe it is morally unacceptable to use strong detergents). Most details have a similar statement in mind. 
'We wanted people to see that it was possible to design a house which would be far less detrimental to the environment, without having to live in the dark,' says Robert. 'It would not be medieval.' The house's only medieval aspect is aesthetic: the hall, which includes the hearth and the staircase, rises the full height of the building.
The Vales pay no water bills. And last winter the house used only nine units of electricity a day costing about 70p -- which is roughly what other four bedroomed houses use on top of heating. Soon it will use even less, when PS20,000 worth of solar water heating panels and generating equipment arrive and are erected in the garden. The house will draw electricity from the mains supply for cooking and running the appliances, but will generate a surplus of electricity. There will even be enough, one day, to charge an electric car. The only heating is a small wood-burning stove in the hall, which the Vales claim not to use except in the very coldest winter.
So is it warm in winter? One night in February when I happened to call on him, Robert was sitting reading. It was too warm to light the fire, he said. The room temperature on the first floor was 18C, less than the generally expected temperature of living areas, but entirely comfortable, he claimed, because there are no draughts, no radiant heat loss, since everything you touch is at the same temperature. Perceived temperature depends on these factors. An Edwardian lady in the early years of the twentieth century was entirely comfortable at 12.5C, he says, because of the insulation provided by her clothing. Those people who live in pre-1900 housing, he suggests, should simply go back to living as people did then. Somehow, it is difficult to think of this idea catching on. 
The house's secret is that it is low-tech and there is little to go wrong. Almost everything was obtained from a builder's merchant and installed by local craftsmen. This made the house cheap to build -- it cost the same price per square metre as low-cost housing for rent. Not surprisingly, the commercial building companies are determinedly resisting this idea.",4
46,"Our wildlife safaris visit many of the world's greatest game parks and offer a thrilling encounter with animals in their natural state. Choose from dozens of remarkable destinations. In Africa, for example, you often have the freedom to step outside your safari vehicle and tackle the wild terrain for yourself. You could track the rare silver-back mountain gorilla in Zaire, go bush walking with tribal guides in Uganda, climb Mount Kenya, ride a canoe on the Zambezi River or a traditional mokoro in the Okavango Delta. Most African safaris camp, and full camping equipment is provided. A few offer hotel and lodge accommodation throughout. Elsewhere, in Asia and South America, on trips which include game viewing - say, our tiger safari in India - we usually stay in hotels, resthouses and jungle lodges. In Darwin's famous Galapagos Islands we live aboard a small motor yacht.",4
47,"Hockney's work appeals to a great many people who might otherwise display little interest in art. It may be that they are attracted to it because it is figurative and, therefore, easily accessible on one level, or because the subject matter of leisure and exorcism provides an escape from the mundanities of everyday life. Perhaps it is not even the art that interests some people, but Hockney's engaging personality and the verbal wit that makes him such good copy for the newspapers. He may, in other words, be popular for the wrong reasons. But does this negate the possibility that his art has a serious sense of purpose?
In the view of some respected critics, Hockney is nothing more than an overrated minor artist. To this one can counter that Hockney might seem minor because it is unacceptable today to be so popular, rather than because his work is lacking in substance. Hockney himself is not self-deluding; he is aware of his limitations and thinks that it is beside the point to dismiss his work because it does not measure up to an abstract concept of greatness. Hockney does not claim to be a great artist and is aware that only posterity can form a final judgement on his stature.",5
48,"Simon Costello knew that the purchase of the house in Pembroke Square had been a mistake within a year of his and Lois's moving in. A possession which can only be afforded by the exercise of stringent and calculated economy is best not afforded at all. But at the time it had seemed a sensible, as well as a desirable, move. He had had a run of successful cases and they were coming in with reassuring regularity. Lois had returned to her job at the advertising agency within two months of the birth of the twins, and had been given a rise which took her salary to thirty-five thousand. It was Lois who had argued the more strongly for a move, but he had put up little resistance to arguments which at the time had seemed compelling: the flat wasn't really suitable for a family, they needed more room, a garden, separate accommodation for an au pair. All these, of course, could have been achieved in a suburb or in a less fashionable part of London than Pembroke Square, but Lois was ambitious for more than additional space. Mornington Mansions had never been an acceptable address for an up-and-coming young barrister and a successful businesswoman. She never said it without a sense that even speaking the words subtly diminished her standing, socially and economically.
Lois had decided that a necessary economy was for one of them to travel by public transport. Her firm was on the other side of London; obviously Simon must be the one to economise. The overcrowded tube journey, stayed in a mood of envious resentment, had become an unproductive thirty minutes of brooding on present discontents. He would recall his grandfather's house in Hampstead where he had stayed as a boy, the smell of dinner from the kitchen, his grandmother's insistence that the returning breadwinner, tired from his exhausting day in court, should be given peace, a little gentle cosseting, and relief from every petty domestic anxiety. She had been a 'lawyer's wife', indefatigable in legal good causes, elegantly present at all lawyers' functions, apparently content with the sphere of life which she had made her own. Well, that world had passed for ever. Lois had made it plain before their marriage that her career was as important as his. It hardly needed saying, this was, after all, a modern marriage. The job was important to her and important to them both. The house, the au pair, their whole standard of living depended on two salaries. And now what they were precariously achieving could be destroyed by that self-righteous, interfering Venetia.
Venetia must have come straight from the court to their offices and she had been in a dangerous mood. Something or someone had upset her. But the word 'upset' was too weak, too bland for the intensity of furious disgust with which she had confronted him. Someone had driven her to the limit of her endurance. He cursed himself. If he hadn't been in his room, if he'd only left a minute earlier, the encounter wouldn't have taken place, she would have had the night to think it over, to consider what, if anything, she ought to do. Probably nothing. The morning might have brought sense. He remembered every word of her angry accusations.
'I defended Brian Cartwright today. Successfully. He told me that when you were his counsel four years ago you knew before trial that he had bribed three of the jury. You did nothing. You went on with the case. Is that true?'
'He's lying. It isn't true.'
'He also said that he passed over some shares in his company to your fiancee. Also before trial. Is that true?'
'I tell you, he's lying. None of its true.'
The denial had been as instinctive as an arm raised to ward off a blow and had sounded unconvincing even to his own ears. His whole action had been one of guilt. The first cold horror draining his face was succeeded by a hot flush, bringing back shameful memories of his headmaster's study, of the terror of the inevitable punishment. He had made himself look into her eyes and had seen the look of contemptuous disbelief. If only he'd had some warning. He knew now what he should have said: 'Cartwright told me after the trial but I didn't believe him. I don't believe him now. That man will say anything to make himself important.'
But he had told a more direct, more dangerous lie, and she had known that it was a lie. Even so, why the anger, why the disgust? What was that old misdemeanour to do with her? Who had sent Venetia Aldridge to be guardian of the conscience of their legal practice? Or of his, come to that? Was her own conscience so clear, her behaviour in court always immaculate? Was she justified in destroying his career? And it would be destruction. He wasn't sure what exactly she could do, how far she was prepared to go, but if this got about, even as a rumour, he was done for.",5
49,"I may be too old for this lark, but here goes!
At 34, Tim Pozzi has left a good job to go backpacking. He ponders what has made him -- and others of hi sage -- take the plunge.
This summer, I quit my job and resolved to rent out my flat and go travelling in South East Asia for a yeaL You might think I'm lucky, but I'm 34 years old, and I'm nervous.
It's not as if I haven't done the travelling thing before. After university, I spent two years backpacking around North and South America, and when I returned. was determined to do it again some day, But you know how it is ... I fell in love, embarked on a career, bought a Hat and got used to earning a salary. But I gradually realised I had been sacrificing my own sense of worth for my salary. When I handed in that letter of resignation, it felt as though I'd taken charge of my life again.
I now have no tics. Many of my friends are now married with children and, while they wouldn't swap places with me, they envy me my lack of responsibilities. I'm no longer in a relationship, and I have no burning career ambitions. I feel almost obliged to make the most of that freedom - if only for my friends' sake!
Why am I so nervous? In the first place, 1t's a question of making the necessary arrangements. How could I bear to have someone else living in my home? And how would I go about organising the letting? And apart from anything else, I had to decide where to go.
T'm a shocking procrastinator. and am already several weeks behind my intended schedule. 'Might as well enjoy the summer in England,' I told myself. Then, 'Why not hang around for the start of the football season?' Severing emotional ties makes it even more difficult.
I'm putting it off because, deep down, I wonder if I can still cope with backpacking. Will I be able to readjust to a more basic wav of life? Will I feel out of place among a community of backpackers fresh out of school and university?
Perhaps not. I've discovered it's increasingly common for Britons in their late twenties and thirties to want to disentangle themselves from the lives they've made for themselves and head ofT for foreign climes.
Jennifer Cox, of Lonely Planet guidebook publishers, identifies a growing awareness that adventure is there for the raking: 'The penny's dropped. The sort of people who always say ""I wish I'd had that opportunity"" are realising that they can have it any time they want. They just have to be brave enough and organised enough and confident enough to do it.'
1-'0I' Danny, a 30-year-old accountant, and his girlfriend Tammy, a 28-year-old teacher, it's a chance to have a final fling before settling down. They have bought 'I round-the-world ticket for a year. 'I'm prepared to sacrifice job security to have the trip,' says Danny. 'There's always a niggling thought at the back of your mind that. ""OK, I'm not moving up the career ladder, I'm going to be in the same position I was in before when I come back,"" but I think it's a risk you have to take, When I left the office, I threw my calculator into the river as a ceremonial act of defiance!'
For Matt, who'd just got out of the Army, the year he spent travelling amounted to a period of metamorphosis. 'When you're in the military, there's a set wav of doing things, a pattern to the way you approach problems. I went away because I really needed to temper this, and get rid of this approach in some cases, in order to have a reasonable existence as a civilian.'
While there are as many reasons to go travelling at my time of life as there are travellers, there do seem to be common factors. 'We have a much more flexible workforce today,' says Angela Baron of the Institute of Personnel Development. 'There are more people working on short-term contracts and so if your contract's just come to an end you've got nothing to lose.' Larger companies are even adopting career-break policies. 'If you've spent a lot of time and money training someone, it's nice to know they're coming back at some point rather than going to work for a competitor.'
For Dan Hiscocks, managing director of Travellerseye, a publishing company that specialises in the tales of 'ordinary' travellers, an increasing number of thirty-somethings are taking stock of their lives. 'If you're nor happy doing what you're doing - and many people aren't - it's no longer a question of just seeing it through. Now people are aware that opportunities exist and that a job isn't ""for life"" any more. Travel offers a chance to reassess, to take a step back and think about your life.'
Is giving in to wanderlust just another example of my generation's inability to come to terms with adulthood? Jennifer Cox thinks nor. 'It's a sign of a better educated, more stable society when we're less concerned with paving the bills than wanting to live a balanced life. We're actually taking the time to ask ""Is this what I want?""
Ben, a 32-year-old picture researcher heading off to Central America for a year , does nor believe he's running away. 'It's more a case of running towards something. It's trying to grab some things that I want for myself' But he does feel some trepidation. 'It's the thought of what I'm leaving behind, that comfortable routine - just the act of going into the office every day. saying ""hi"" to everyone and sitting down with a cup of coffee.'
I share Ben's reservations about leaving behind an ordered life with few challenges and I'm nor sure I'd be making this journey if [ hadn't found my boss so intolerable. As Jennifer Cox points out: 'This is fairly typical. There's often a catalyst. like the break-up of a relationship or the loss of a job. Such an event can push people to go and do it.'
It may have taken a helpful kick up the backside to get me moving, but I'm now approaching the next 12 months with a mounting sense of excitement. Whatever the outcome, I'll be able to take satisfaction in having grabbed life by the horns. And in that I'm sure I speak for all of us ageing backpackers.
",4
50,"'The origin of human language is truly secret and marvellous', wrote Jacob Grimm in 1851. The marvellous secret has long proved a launch pad for strange ideas. 'Primitive man was likely to make sounds like ""meuh"" when sensing danger,' claimed Charles Caller in 1928. ""Meuh"" has a plaintive sound. The human who wandered over a hostile land inhabited by awesome beasts uttered desperate noises, and languages have preserved some echo of his lamentation such as malaria meaning ""fever"" or the Latin mors meaning ""death"".
Faced with such weird speculations, many avoided the topic, regarding it as a playground for cranks, but recently, language origin and evolution have become key research areas. Language probably developed in East Africa, around 100,000 years ago. In the main speech was used for friendly interaction, and was an important tool in power struggles. Information-swapping was probably not an important original role - contrary to the views of philosopher John Locke, who spoke of language as a 'great conduit' for conveying knowledge.",5
51,"When Bo the cat decided to explore a furniture van, she had a bigger adventure than she expected. She was discovered by the driver, after he had completed a trip of over 500 kilometres. It was the end of a long day. The driver and the cat were both hungry!He gave her some milk and started making enquiries. He telephoned his last customers, but they had not lost a cat. It was getting late, so he took Bo home for the night and next morning delivered her to an animal hospital. 
The cat's owner had done some detective work too. After searching everywhere for the cat, he suddenly remembered the furniture van which had made a delivery to a neighbour. Fortunately, he remembered the name of the company. He called their office and in a short time Bo was returned safely. ",2
52,"Good Morning Mr. Smith,
Thank you for telling me about the book ""The Other Side of the Mountain"", it was very good. I read it in only 3 days! I wrote some notes in my notebook like you said, so I can use them for my homework. What other books do you think I should read?
Best,
Johnny",0
53,"Much as I admire sands miraculous ability to be transformed into useful objects like glass and concrete, I am not a great fan of it in its natural state. To me it is primarily a hostile barrier that stands between a seaside car park and the water itself. It blows in your face, gets in your sandwiches, and swallows vital objects like car keys and coins. When you are wet it adheres to you like 'stucco', and cannot be shifted, even with a fireman's hose. But, and here's the strange thing, the moment you step onto a beach towel, climb into a car or walk across a recently vacuumed carpet, it pours off you. For days afterwards, you tip mysteriously undiminishing piles of it onto the floor every time you take on your shoes, and spray the vicinity with lots more when you peel off your socks. Sand stays with you for longer than many contagious diseases. No, you can keep sand, as far as I am concerned.",5
54,"Young Shoppers
Supermarket shopping with children, one mother says, is absolute murder: 'They want everything they see. If it's not the latest sugar- coated breakfast cereal, it's a Disney video or a comic. Usually all three. I can't afford all this stuff and, anyway, if I agree to their demands I feel I've been persuaded against my better judgement and I feel guilty about buying and feeding them rubbish. Yet I hate myself for saying no all the time, and I get cross and defensive in anticipation as we leave home. I do my best to avoid taking them shopping but then I worry that I'm not allowing them to have the experience they need in order to make their own choices. I can't win.'
Research has found that children taken on a supermarket trip make a purchase request every two minutes. More than PS150 million a year is now spent on advertising directly to children, most of it on television. That figure is likely to increase and it is in the supermarket aisles that the investment is most likely to be successful. For children, the reasons behind their parents' decisions about what they can and cannot afford are often unclear, and arguments about how bad sugar is for your teeth are unconvincing when compared with the attractive and emotionally persuasive advertising campaigns.
According to Susan Dibb of the National Food Alliance, 'Most parents are concerned about what they give their children to eat and have ideas about what food is healthy - although those ideas are not always accurate. Obviously, such a dialogue between parents and children is a good thing, because if the only information children are getting about products is from TV advertising, they are getting a very one-sided view. Parents resent the fact that they are competing with the advertising industry and are forced into the position of repeatedly disappointing their children.' The Independent Television Commission, which regulates TV advertising, prohibits advertisers from telling children to ask their parents to buy products. But, as Dibb points out, 'The whole purpose of advertising is to persuade the viewer to buy something. So even if they cannot say, ""Tell your mum to buy this product,"" the intended effect is precisely that.'
A major source of stress for some parents shopping with children is the mental energy required to decide which demands should be agreed to and which should be refused. One mother says she has patience when it comes to discussing food with her children, but she still feels unhappy about the way she manages their shopping demands: 'My son does pay attention to advertisements but he is critical of them. We talk a lot about different products and spend time looking at labels. I've talked about it so much that I've brainwashed him into thinking all adverts are rubbish. We have very little conflict in the supermarket now because the children don't ask for things I won't want to buy.'
Parents also admit they are inconsistent, even hypocritical, in their responses to their children's purchasing requests. Mike, father of a son of seven and a daughter of three, says, 'We refuse to buy him the sweets he wants on the grounds that it's bad for him while we are busy loading the trolley with double cream and chocolate for ourselves. It's enjoyable to buy nice things, and it's quite reasonable that children should want to share that, I suppose. But I still find myself being irritated by their demands. It partly depends on how I feel. If I'm feeling generous and things are going well in my life, I'm more likely to say yes. It's hard to be consistent.'
Supermarkets themselves could do a lot more to ease parent-child conflict by removing sweets from checkout areas or even by providing supervised play areas. Although parents might spend less because their children are not with them, the thought of shopping without your six-year-old's demands would surely attract enough extra customers to more than make up the difference.",3
55,The Grand Canyon in the United States was created by the River Colorado. People visit the Grand Canyon Park to go walking and running but mainly to look at the view. It is a wonderful view made even better by the Skywalk. The distance from the Skywalk to the bottom of the Grand Canyon is 1219 metres. It is a platform whose walls and floor are built of glass so that you can see the beautiful rocks of the canyon. Up to 120 people are allowed to stand on it at the same time. It opened in 2007 and since then thousands of people have used it. You have to wear special covers over your shoes to avoid scratching the glass beneath your feet. Walking onto the Skywalk makes you feel like a bird floating high up in the air. ,2
56,Never try to pretend that you are not taking a picture of someone when it is clear that you are as this only creates tension and even hostility. Most people will agree to have their picture taken - perhaps after some initial protestations - and are quite flattered by it. But they are likely to become rather self-conscious and you may need to direct them. A picture can be spoiled by the fact that the subject is looking rather aimlessly out of the picture so that the interest lies elsewhere.,4
57,"'Young male offenders frequently have very high ascenders, indicating that they live in a world of fantasy and dream of making it big. Graphologists can tell whether violence is about to erupt, whether the writer is under unbearable pressure, and whether there are psychopathic tendencies. Handwriting can be used to predict would-be suicides.'
Heart and lung problems can also show up, she says. 'You can't make a diagnosis from one sample, unless the writing is obviously shaky or disturbed. But if over a period of time it changes or becomes disjointed, if there's a break in the signature which did not exist previously, that could be a sign that something quite serious has occurred.'
A severe emotional upset can also show up in a temporarily altered signature, she maintains.
Ms Marne says handwriting can be used to reveal other psychological characteristics. People with writing in which letters form 'threads' instead of being individually forms are, apparently, devious and clever. Those who write mainly in capitals are trying to conceal their true selves from others. Very light pressure indicates sensitivity and lack of vitality. Originality in handwriting - how far the writer has deviated from copybook script - indicates confidence and artistic ability. Disconnected writing is the cardinal sign of the loner.
Very small signatures indicate inhibition and an inferiority complex; circles over the 'i' are a bid for attention, and crossing the 't' heavily over the whole word is a sign of intolerance and a patronising attitude.
Ms Marne says it takes six years of study and experience to be able to analyse handwriting accurately, and this has to be combined with empathy and intuition. She feels that more research is needed to put graphology on a proper scientific footing.
This will happen soon, she believes. 'It's actually far more accurate than psychoanalysis, as you can tell the whole history of the person, including all their emotional crises, without asking them questions to which they may give wrong answers.'
Interesting as all this may sound, there is little hard evidence to support such claims. Some psychiatrists are highly critical of them. Handwriting, they say, is a product of education, artistic ability and the type of writing taught - and has no other significance.",4
58,Giving directions to an orchestra is never easy. Anne Inglis talks to five new conductors about their work. ,3
59,"Itinerary
Day 1 Depart in the early evening from London Heathrow to Oporto. Your guide will meet you on arrival and take you to the Lady Ivy May, where you will spend the night.
Day 2 After a morning's sightseeing in Oporto, you will return to the ship and depart for Entre-os-Rios. This part of the journey up the river takes four hours.
Day 3 You will continue travelling up the river. In the early evening, the ship stops at Peso da Regua, where port wine is produced. At dinner you will be able to try the delicious food and drink from this area.
Day 4 After breakfast you will travel south by bus to the ancient town of Lamego and visit the cathedral, several churches and a museum. The museum was formerly a palace and now has an excellent collection of paintings, tapestries and sculptures. You will then return to the ship and sail on to Tua.
Day 5 At this point the Douro becomes very narrow. Depending on the depth of the river at the time, you may be able to continue by a smaller boat to the Spanish frontier at Barca d'Alva. The return journey to Tua is by coach and there is much to see along the way.
Day 6 In the morning you will drive to Sao Joao da Pesqueira for one of the most wonderful views in the whole of the Douro valley. You will return to the ship for lunch and then join the Douro river valley railway for a beautiful ride through the countryside to Regua, where the Lady Ivy May will be waiting for you.
Day 7 There will be a trip to Vila Real before returning to the ship for lunch and then setting off down the river to Oporto. You will sleep on board the Lady Ivy May.
Day 8 You will arrive in Oporto in plenty of time for independent sightseeing and last-minute shopping, before you catch the flight home to London
Heathrow.",2
60,"The triathlon promises to be one of the most popular Olympic sports. Recently it has drawn huge crowds fascinated (and horrified) by athletes swimming 1500m, cycling 40km, then running 1Okm without stopping. Great for those watching, maybe, but what makes the triathletes want to punish their bodies so much? And what makes an attractive 17-year-old, with excellent academic results, give up everything for the doubtful pleasures it offers? 
Melanie Sears has not yet learnt those often-repeated phrases about personal satisfaction, mental challenge and higher targets that most athletes automatically use when asked similar questions. 'You swim for 1500m, then run out of the water and jump on your bike, still wet. Of course, then you freeze. When the 40km cycle ride is over, you have to run 1Okm, which is a long way when you're feeling exhausted. But it's great fun, and all worth it in the end,' she says. 
Melanie entered her first triathlon at 14. 'I won the junior section - but then I was the only junior taking part. It seemed so easy that I was waving at my team-mates as I went round.' Full of confidence, she entered the National Championships, and although she had the second fastest swim and the fastest run, she came nowhere. 'I was following this man and suddenly we came to the sea. We realised then that we had gone wrong. I ended up cycling 20 kilometres too far. I cried all the way through the running.' 
But she did not give up and is determined that she never will. 'Sometimes I wish I could stop, because then the pain would be over, but I am afraid that if I let myself stop just once, I would be [line 35: beginning] tempted to do it again.' Such doggedness draws [line 35: end] admiration from Steve Trew, the sport's director of coaching. 'I've just been testing her fitness,' he says, 'and she worked so hard on the running machine that it finally threw her off and into a wall. She had given it everything, but whereas most people step off when they realise they can't go any further, she just kept on.' 
Melanie was top junior in this year's European Triathlon Championships, finishing 13th. 'I was almost as good as the top three in swimming and running, but much slower at cycling. That's why I'm working very hard at it.' She is trying to talk her long-suffering parents, who will carry the PS1,300 cost of her trip to New Zealand for this year's World Championships, into buying a PS2,000 bike ('It's a special deal, with PS1,000 off) so she can try national 25 km and 100 km races later this year. 
But there is another price to pay. Her punishing training sessions have made her a bit of a recluse. 'I don't have a social life,' she says. 'I'm not a party animal anyway. After two hours' hard swimming on Friday nights, I just want to go to sleep. But I phone and write to the other girls in the team.' What does she talk about? Boys? Clothes? 'No, what sort of times they are achieving.' 
Where will all this single-mindedness end? Melanie has tried other events. She has had a go at the triathlon 'sprint', for example, where you only have to swim 750m, cycle 20km and run 5km. She wants to enter even tougher events than the triathlon. 'The big trouble is, I have no one of my age to train with,' she says. Funny, that. ",3
61,"I have escaped to this island with a few books. I do not know why I use the word 'escape'. The villagers say jokingly that only a sick man would choose such a remote place to rebuild. Well then, I have come here to heal myself, if you like to put it that way.
Apart from the wrinkled old peasant who comes from the village on her mule each day to clean the house, I am quite alone. I am neither happy nor unhappy; I lie suspended like a hair or a feather in the cloudy mixtures of memory. I spoke of the uselessness of art but added nothing truthful about its consolations. The solace of such work as I do with brain and heart lies in this - that only there, in the silences of the painter or the writer can reality be reordered, reworked and made to show its significant side. Our common actions in reality are simply the sackcloth covering which hides the cloth-of-gold - the meaning of the pattern. For us artists there waits the joyous compromise through art with all that wounded or defeated us in daily life; in this way, not to evade destiny, as the ordinary people try to do, but to fulfil it in its true potential - the imagination. Otherwise why should we hurt one another?",5
62,"B.
'I enjoy being independent,' says MAGGY SASANOW, who works from home as a designer of greetings cards. 'I trained in art at university, and wanted to work in a museum. But when I married, we went to live in the countryside, where there wasn't that sort of work. So I decided to set up my own business and I produce a range of 50 greetings cards which I sell to museums. I work in a big room upstairs. The disadvantage of working from home is that there is always something that needs doing - like mowing the lawn. My business comes completely by word of mouth - I don't advertise at all. People send work down from London as I am cheaper than other artists. Working alone, I don't get to exchange ideas with other people any more, but generally there are more advantages than disadvantages.' ",3
63,"It's not easy to describe Explore Worldwide. Each trip is completely unique. So we have divided our worldwide adventures into 8 different categories, describing some of the main activities and interests. Each category represents a special highlight that is an integral part of a particular tour, and of course trips have several different highlights. However, please bear in mind that many other factors contribute to the success of all our trips as a whole. Unique places, unusual encounters, strange customs, unpredictable events, personal involvement - all play their part in the full enjoyment of your holiday.",4
