,Text,Level
273,"I ran into a stranger as he passed by. ""I'm so sorry !""was my reply. Then he said, ""Excuse me too. I wasn't even  sank  you."" we were very polite, this stranger and I.  husband  at home, we treat our loved ones differently. While I was cooking, my daughter came up to me quietly. When I turned, I nearly knocked her  also  . ""Get out of the way!""I barked . She ran away with her little heart broken. I didn't realize how  that  I'd spoken. That night,as I lay awake in bed,God's quiet voice spoke to me, ""While  someone  with a stranger,you're calm and polite, but with those you love, it's easy for you to  with  . Go and look around on the kitchen floor. You'll find some flowers there by the door. Those are the flowers she brought for you. She picked them herself. She stood there  slowly  , and you never saw the tears in her eyes."" By this time,I felt sad and my own tears had begun to  pulled  . I quietly went and knelt by her bed, ""wake up, my dear,"" I said,"" are these the flowers you picked for me?"" I asked. She  rushed  ,"" I found them out by the tree. I knew you'd like them.""I said, ""I'm so sorry that I missed them today. And I shouldn't have shouted at you that way.""She whispered,"" Mommy, that's okay...I still love you  information  .""I hugged her. Are you aware that: if you die tomorrow, the company that you are working for could easily replace you in a matter of days. But the family will feel the  choice  for the rest of their lives. We pour ourselves more into our work  tired  into our families--an unbalanced investment indeed.",4
274,"I'm glad it's Sunday again. I can stay in bed  as long as  I like, drinking tea and read those thick newspapers that are brought by the newsboy through the letterbox at 8:30. In this way, I can catch up with all the  sank  I haven't got time to read during my work time. When I  have read  the papers, I then prepare my bath. The Sunday morning bath is  the most pleasant  of the week. There's no need to hurry because there's no bus to  catch  and my friends are told not to call me up before noon on Sundays, so there is no danger of being troubled by the telephone.  How to  spend the afternoon after lunch is always a bit of problem. In summer I can go to the park and sit in a chair  watching  boys playing football, while in winter I sit in front of the fire and  fall asleep  when reading a book, sometimes I turn on the television and sleep through an old film. Then there's the evening ahead of me. Perhaps I'll call on some friends or go to the cinema  when there's  a new film I want to see or to town for a concert. Oh, there are  so many  pleasant ways of passing Sunday evenings. The only sad thing is that Monday morning is getting near.",3
275,"My mother-in-law passed away when she was 76. My wife and I drove to  go through  her belongings, deciding what to keep, give away or throw out. Nettie lived on little all her life,  sank  we expected no hidden fortunes, but we were  husband  .
In early spring every year, Nettie would make a(n)  also  . ""I'm making the Easter pies,"" she would say, ""so nobody should bother me."" Nettie wrapped the pies and labeled each for the intended  that  . Her doorbell would start ringing at noon as relatives came to  someone  this family present.
In the fridge, my wife and I  with  some pies and looked at each other in  slowly  , saying nothing. Then we  took out  the pies one by one and put them in a plastic bag. We left her apartment for the last time,  pulled  holding the pies.
That night, as we  rushed  at the table for dinner with our children in our home, my wife  information  us the pies. I'd eaten my mother-in-law's pies for more than 20 years, and they  choice  tasted good. But this time the pies tasted better than ever. With each  tired  I remembered everything Nettie had meant to all of us over the years---how she had  brought up  her daughter as a single mother and loved her grandchildren. I could actually taste her kind and  jump  spirit.
Afterwards, my wife pointed towards one last pie labeled ""Nettie"". ""I'm saving this one, ""she said. There Nettie's  apologies  remains, untouched, unseen, but never  address  . Other families leave behind  happy  stuff such as jewelry, but Nettie left us her simple pie. That single pie will be our heirloom and  added  our hearts forever.",4
276,"It was early in the morning, on a lonely road. It's  sank  heavily. A 9-year-old boy was in the car with his mother, who was  husband  him to school. Suddenly, the car went off the road, 38  also  several times, and came to rest upside down in a ditch filled with water. Luckily, both the mother and son were  that  seatbelts. The mother suffered a blow to her head and was unable to move. The boy was frightened but  someone  . As water came through broken windows in the car, he  with  unbuckled himself, climbed out of the  slowly  window, made his way around to the driver's side, and reached inside the  pulled  to free his trapped mother. With great effort, he managed to  rushed  her, pull her through the window and up to the road, where they were soon  information  . His mother later recalled her experience of the  choice  . Being unable to move or even  tired  to offer instructions or encouragement to her son, she was  jump  by her little son's action. She recalled  apologies  her boy saying out loud as he pulled her through the water, ""I think I can, I think I can!"" It seemed  address  that this little boy's act of courage was from one of his favourite books: The Little Engine that Could. In that  happy  , when everyone else had  given up  hope, the Little Engine carried the heavy load of toys and good things to eat over the hill to the children waiting on the other side. He had  added  and took action. Obviously this book had left a  advice  impression before the accident that rainy  hard  and motivated the son to take action if the terrifying moments.",4
277,"It is Sunday today. I'm on the beach  sank my friends. The beach is beautiful. And it's really a good  husband to have fun.
Look!What are my friends  also ?Jack and Tom are playing volleyball. Mike,Lily and Jane are  that them.Sam is reading a book. He likes books very much,and it's his  someone to be a writer. Who is with in the water?Oh,it's Peter. He swims very well. Some children are asking him to  slowly them to swim .He's happy to do that. pulled are the other people?Oh,they are  rushed a party over there. They are singing, dancing, and eating nice food .It's fun. I want to  information them!",3
278,"The Clean Your Plate Campaign began on the Internet in January. It suggests people to reduce food waste. Qi Haoran, a  sank  from Harbin, was quite busy-- and not just  husband  homework over the past winter vacation. Qi made a volunteer group with  also  other classmates to advise people to  that  the Clean Your Plate Campaign. The 11 students went to many  someone  and told people the importance of saving food. ""  Excuse me  , do you know that 950 million people around the world still  with  got enough to eat? Please don't waste food."" They would say this hundreds of times every day. China has experienced serious problems with wasted food for years. CCTV has reported  slowly  that the food Chinese people waste every year is enough to  pulled  200 million people for a year. Chinese people are well known for being friendly and warm-hearted to others. Many even think that they lose face  rushed  their guests have eaten all the food. Luckily, the campaign has got the support of  information  . In a restaurant in Xinjiang, the owner gives the  choice  who have eaten all that they ordered a special ticket. People can enjoy a(n)  tired  meal when they have 10 tickets. Many people think it's great to enjoy a meal without paying. More than 750 restaurants in Beijing have begun to offer  jump  dishes and encourage their guests to take left food home. Did you finish your  apologies  today? To reduce food waste is a big task, and it needs time. It's important that everyone does their best, just like Qi.",3
279,"As a teacher, my daily activity involves driving to a new school almost every day.
On one particular day, I was teaching in a very   sank  classroom. I was managing behavior all morning, and by lunchtime I
knew I needed a coffee to  husband  the afternoon. So during my
lunch break, I drove to a nearby square to get a coffee. Upon returning to the  also  , I realized I had locked my phone and my  that  inside!
I had about 15 minutes to get back to the  someone  , which was a
good five -minute drive. If I ran back really quickly, I could  with  it. But it was winter, and a sudden fall on the ice would only make
the situation much  worse  .
So I hurried into a McDonald's in the same square, and   slowly   the man at the counter, who happened to be the   pulled  , to call a taxi for me. After I  rushed  explained my
situation to him, he rushed inside to make the phone  information  I
waited anxiously in the restaurant. I had less than 10 minutes to  get back  to my school at this point.
A moment later, the manager returned   choice  to tell me that the line was  tired  , and that he had
not been able to  jump  the taxi yet. I think both  apologies  and fear could be seen in my face.
Without a thought, he grabbed his coat and   address  to drive me to the school. Without hesitation, I followed him into
his car and got back to the classroom with two minutes to  happy  before
the bell rang!
This experience made me   added  that
out of every seemingly hopeless situation, there is the opportunity for acts of
kindness to happen, which has a(n)  advice  influence on
those who receive them.",4
280,"I paid a carpenter  to help me mend an old farmhouse, and after his first day on the job, he   _   an hour of work on a flat tyre  , his electric saw  refused to work and now his old truck   _  down. While I drove him home, he sat in  _  . On arriving, he invited me   _   to meet his family.
    _  we walked toward the front door, he stopped for a short moment at a small tree,   touching   tips of the branches with his hands.
   When opening the door, he did something strange. His sun-burnt face was  wearing  smiles and he hugged his two small children and gave his43 _ a kiss.
   After I left the happy family, I passed the tree and I suddenly became  _  . I asked him, who  _  me to the car,   _   we went in, why did you stop by the tree earlier?""
   ""Oh, that's my trouble tree,"" he   _  .
   ""I know I can't  _   having troubles on the job and in my life,   _   those troubles shouldn't be   _   in the house to my wife and the children. I know I can   _   one thing for sure, I can hang them up on the   _   every night when I come home. Then in the  _   I pick them up again before I leave for work.""
   ""  _  thing is,"" he smiled, ""when I come out in the morning to pick  them   up, there aren't nearly as many as I remember hanging up the night before.""",4
281,"I remember my dad teaching me the power of language at a very young age. One fairly interesting event happened when I was eight. As a kid, I was always climbing trees, poles, and  _  around upside down from the rafters of our house. So, it  _  to no surprise for my dad to  _  me at the top of a 30-foot tree swinging back and forth. Without realizing the tree could break or I could get  _  , I just thought it was  _  to be up so high. My cousin, Tammy, was in the same tree. She was hanging on the first big  _  about ten feet below me. Tammy's mother also  _  us at the exact time my dad did. About that time a huge gust of wind came over the tree and I could feel the tree begin to sway. I remembered my dad's  _  over the wind yelling, ""Bart,  _  on tightly."" So I did. The next thing I know, I heard Tammy  _  at the top of her lungs,  _  flat on the ground. She had fallen out of the tree. I came down the tree to  _  . My dad later told me why Tammy fell and I didn't.  _  , when Tammy's mother felt the wind, she yelled out, ""Tammy, don't  _  !"" And Tammy did do that. My dad then  _  to me that the mind has a very  _  time dealing with a negative image. In order to deal with the  _  of not falling, Tammy's brain had to first imagine falling, and then tell the brain not to do what it just imagined. However, my eight-year-old brain  _  had an internal image of hanging on tightly. This ""Self-Talk"" is especially useful when you are  _  to break a habit or set a goal. You can't imagine not doing something in your mind. The only way to accomplish it is to find a word for what you want to do. I'm now a pretty good football player, because all my internal dialogue is  _  and encourages me to win. All this I owe to my dad.",4
282,"The first day of school our professor asked us to know someone we didn't know. I turned  sank  to find a little lady smiling at me .She said, ""Hi handsome. I'm Rose, eighty-seven years old. Can I give you a  husband  ?""
I laughed and responded, ""Of course you  also  !"" and she gave me a big squeeze. 
""Why are you in college at such an innocent    that  ?"" I asked.
She  someone  replied, "" To meet a  with  husband, get married, and have a couple of kids...""
""No seriously,"" I asked.
""I always  dreamed of  having a college education and now I'm getting one!"" she told me.
After class we talked a lot and became instant friends. Every day for the next three months we would   slowly   class together and then talk nonstop. Actually, she easily  pulled  friends wherever she went.
  rushed  the end of the semester we  information  Rose to speak at our football banquet .
I'll never forget what she  choice  us. As she began to  tired  her speech, she  jump  her cards on the floor. As we laughed she  apologies   her throat  and began, ""We do not stop playing because we are old; we grow old  address  we stop playing. There are four  happy  to staying young, being happy, and achieving success. You have to laugh and find  added  every day. You have to have a dream. When you  advice  your dreams, you die"".
She ended her  hard  by courageously singing ""The Rose.""(258words)",4
283,"I had never been much interested in sports. I had tried playing tennis, swimming and running but found nothing I liked. But 10 years ago, I found the right kind of exercise---  sank  . Why did I start walking? At the age of twenty, my doctor told me I had a serious illness and  husband  not live longer. I was so  also  then. I spent all of my life worrying. The doctor suggested that I should  take more exercise  . I didn't listen at first.  that  , after several months, I began to get the meaning of the doctor's words. While I was walking, I began to  someone  flowers. I would stop and enjoy their beauty. I  with  found that I had missed the most beautiful part of life--- flowers, falling leaves, snow-covered houses. I had been wasting time worrying about  slowly  . Now I'm 35, and I don't worry any more about  pulled  may happen, Worry only makes me miss the good things in  rushed  . I want to say hello to everything because I'm living a new life.",4
284,"One day something went wrong with a man's bicycle chain . The man could not repair it, so he looked  sank  for help. The only house nearby belonged to a woman who had  husband  there a few months earlier. The man knocked at the door, but the woman did not answer. The door had clear glass in it, and the man  also  see that the woman was home. He decided to knock again. Finally the woman came to the door. The man immediately explained his  that  . ""I can fix the chain,"" the woman said. Later when the bike was  someone  to go, the man said, 'Thanks. I hope I can help you some day."" ""I never need help,"" the woman said. The following week the man was riding his bike  with  he noticed the woman walking down the street. A strong wind suddenly lifted her hat and sent it into the branches of an old tree. The woman tried to get her hat with a stick, but she failed. She seemed  slowly  because she clearly was not dressed for tree-climbing. The man hurried over, quickly climbed up to the hat and  pulled  it into the woman's waiting hands. When she put on her hat, she  rushed  the man as he climbed back on his bike. 'I think I told you I never need help,"" the woman said, ""I'm glad you didn't  information  me. Thanks."" Then they both smiled.",3
285,"An ordinary teacher named Pan Shanji has moved China by devoting the past 34 years as an educator who has been  passing on  his knowledge to children with few other  sank  for schooling. Pan Shanji has  husband  about 200 students over his 34-year teaching  also  , and although not one of them  that  it to college, he is very proud of all of them. ""My students are the first group of people from three local villages who have dared to leave the mountains to look for jobs,"" Pan, 53, says  someone  .
Pan, a member of the Mulam ethnic group , is the only teacher for 12 students  with  from 6 to 9 years old in the mountainous Dayandong village of the Guangxi Zhuang autonomous region. He teaches many subjects,  slowly  Chinese, math, sports, painting and music.
As far as the three villages are concerned, they are the most  pulled  in Guzhai town. In the 1940s, their ancestors  rushed  to the mountains to avoid the Japanese invasion  and  information  there. The average annual income per family is less than 1,000 yuan ($159). They plant some crops on the farmland in valleys and  choice  a self-sufficient life.
Pan is the first high school  tired  in Dayandong village, which makes him feel  jump  for helping the illiterate villagers.
""I have four younger sisters who  gave up  their only chance of schooling for me. My father lost his chance to  apologies  the army because of illiteracy  in the 1950s. In the early 1970s, when he worked as a temporary worker at a local railway construction site, he often cried at night  address  because he missed home but could not  happy  home for three years and he was too shy to ask for help. So I tried my best at school and realized that writing is  added  for us.""
Pan told the media that he will stay in the village and do  advice  he can to help the children because they are the future of the village.",4
286,"Australia is the greatest   island in the world. It is much smaller than China. It is in the sank of the Earth. So when it is husband summer in China, it is cold winter in Australia.
Australia is big, but the population there is also . The population of Australia that the same as that of Shanghai, a city in China.
Australia is famous someone its with and kangaroos. After a short drive from any town, you will find slowly in the middle of white sheep. Sheep, sheep, pulled are sheep. Have you ever seen a kangaroo? It has a ""bag"" in its body. The rushed kangaroo keeps its baby kangaroo in the ""bag"". It is very interesting, isn't it?",3
287,"In fact, every day is a new day for us. Just like Forrest Gump's saying, ""Life is like a box sank chocolates, you never know what you are going to get."" Sometimes it can be very husband to turn one of these days around. What can we do when we are sad?
First, we have to face the problem. Sometimes we are not also . We ask ourselves that we are not happy. Don't think about those unhappy things all day. Just think about those happy ones.
Second, someone ourselves we can be happy. The two sentences "" I like myself! "" and "" I want to be happy today!"" are with . It can turn a bad day into a good day.
Third, taking exercise is a good way for you to be happy. Exercise is a relaxing  way, slowly it can help you to be happy after exercise.
Remember, please! Your mood  and your life are in your pulled .",3
288,"One afternoon last year, I went to a hospital in Ghana to visit a doctor friend. When I  _  the hospital hall, I saw a woman. She had traveled from a faraway village just to bring injured girl to the hospital. The girl  _  to be dying. But the nurses in the hospital wouldn't help her, perhaps because she didn't have  _  money. When I saw that she was crying for  _  , I took her straight to the doctors. The doctors  _  her daughter and told the mother that her daughter needed a transfusion . She would need blood . This sad woman was too poor to  pay for  blood. I said I would give her the blood. A nurse then tested my blood. Your type was O. The nurse said, ""The girl is lucky. You have the  _  type as hers."" The nurse then took my blood and gave  _  to the girl. The mother was  _  thankful that she said I brought back hope to her family. I was very  _  that I had been able to save the girl's life. Since that day, I've always tried to help where I could.",3
289,"In some science fiction movies, people in the future have their own robots. These robots are just like humans. They help with the housework and do the most sank jobs.
Some scientists believe that there will be such robots in the future. However, they agree it may take hundreds of years. Scientists are now trying to make robots look like people and  do  the same things as us. Japanese companies have already made robots walk and dance. This kind of robots will also be fun to watch.
But robot scientist James White disagrees. He thinks that it will be husband for a robot to do the same things as a person.  For example , it's easy for a child to wake up and know where he or she is. Mr. White thinks that robots won't be able to do this. But other scientists disagree. They think that robots will be able to talk to people  also 25 to 50 years.
Robot scientists are not just trying to make robots look like people. For example, there are already robots  working  in factories. These robots look more like huge arms. They do simple jobs over and over again. People would not like to do such jobs and would get bored. But robots will   that  get bored.
In the future, there will be more robots everywhere, and humans will have less work to do. New robots will have many different  someone . Some will look like humans, and others might look like with . After an earthquake, a snake robot could help look for people under buildings. That may not seem possible now, but computers, space rockets and even electric toothbrushes seemed impossible a hundred years ago. We never know what will happen in the future!",3
290,"I'm thinking about what I'm going to do this summer. Maybe I'll get a job. If I get a job, I'll have  enough  money to buy some new things. I'd like to have some new dresses  sank  I start school again in September. I can also buy some books or some music CDs. I really love jazz .I could buy some more CDs  husband  my jazz collection. Or I can use the money  to pay for  tennis lessons. I can play tennis  well  ,but I'd like to learn to play it much better. Or maybe I can use the money to pay for the piano lessons.I'd like to learn to play the piano,too. If I don't get a job this summer, I'll visit my grandparents in San Francisco. They live in a beautiful old house  also  the sea. My grandparents are always very nice to me. They'll let me sleep late. I  won't  have to get up until 10 o'clock every day. I'll eat delicious food because my grandmother is an excellent  that  . She always cooks my favorite food. I'll also go to the  beach  with my grandparents. Because I like swimming in the sea. My grandparents like to go to museums but I don't enjoy it so much, so maybe I'll  stay at home  to watch TV.",3
291,"There's a big supermarket called Jiahui in our city. It's very  sank  to find. It is in the center of our city. It's  husband  the bus stop and it's also very easy to take a taxi, too. The supermarket is big  also  nice. It  is open  at 8:30 a.m. and closes at 10 p.m. So every day, lots of people go  that  at it  someone  work. You can buy  with  , drinks, clothes, shoes, vegetables,...and stationery there. The workers at the supermarket are very  slowly  . So many people like shopping there. At the weekend, people don't go to work or go to school, so there are  too many  people shopping there. We must  wait for  our turn a long time to pay for what we buy.",3
292,"There is a piece of good news for the children in the countryside. We may still remember the girl _ big eyes. Her big eyes are _ us her dream: I want to go to school ! In China, there are still a lot of girls and boys like her.They want to go to school, but their _ are too poor. If the family has two or three children, it is harder _ all the children to go to school. So the parents often ask _ to stay at home,and boys to go to school.
Now they needn't worry aboutthe money for their children's education. From2006,children can go to school for free  in China. They don't have to _ money for the books and other things. Some of them can even get money from the the government to make their life _ 
Soon , all the poor children can go to school for free. All families are very happy with the news. It is _ great!",3
293,"Ten years ago, my 14-year-old son, Jack, became very ill with heart disease. For several months Jack lived on life support and we were forced to watch him  sank  . I prayed for a heart to become available, but it made me so  husband  because I knew for that to happen, someone else's child would have to die. How could anyone pray for that? I still remember so clearly the morning we got the call that there was a  also  . As we stood in Jack's hospital room watching them prepare him for operation, we  that  the feeling of bittersweet. His dad and I realized that at the moment we were standing there with so much  someone  and so much love, while another family somewhere was saying  with  to their child and was in great pain. We knelt down together and  slowly  , and we prayed for them and we thanked them for giving such a  pulled  gift.
Ten days later, Jack was  rushed  to come home. He had received a second  information  of life. Over the next two  choice  , he got to go to high school, learn to drive and have his first girlfriend. He put his brand new heart to good  tired  , volunteering at the homeless shelter and  jump  the elderly.
Jack's new heart  apologies  him when he was 16. We were heartbreaking,  address  we still saw it as a miracle  . We received two  happy  years with him we would never have had without the organ donation. When he died, his eyes  added  to someone who wanted to see, someone who, perhaps, had  advice  seen the faces of the family they loved so dearly. I believe that one day I will look into the  hard  of someone else's son or daughter, and I will see those sky blue eyes looking back at me -- the evidence of selfless  name  .",4
294,"As a hospital volunteer, I call on each assigned AIDS patient at least once a day. I  sank  most patients with a gentle hug and a kiss on the cheek.I can usually  husband  whether or not a patient is comfortable with this  also  .
After my third  that  to Mary, I asked politely. ""Would you like a hug and a kiss on your cheek?""
Mary smiled, ""Yes, I'd love one.""  someone  I drew back,I noticed a tear working its  with  down one cheek. ""What's wrong?""I asked.
""That's the first time anyone has  slowly  me this way since I was attacked by AIDS. The medical staff   touch me, but..."" she said between sobs  . I simply sat beside her,  pulled  in silence.
A few days later, when I went to see Mary  rushed  , one of her sons and his wife were visiting. ""Good evening, Mary. I see you have  information  , so I'll stop back later,""I said, giving her a gentle hug and a kiss. Mary grabbed my right wrist as I turned to  choice  . ""Wait a minute, Mack. I want you to meet my son, John, and daughter-in-law, Sarah.""During the  tired  , her anxious family sat clear across the room  jump  Mary's bed.
Later, when I looked in on her, her visitors were still keeping their  apologies  distance.
The  address  evening, John and Sarah were back again, and the scene  happy  itself like a familiar rerun on television. I went in, gave Mary a hug and a kiss,  added  to come back later.
When I returned,  advice  had changed, John and Sarah were seated in chairs -- one on each side of Mary's  hard  -- and they were holding hands.
Obviously moved, John said, ""I guess nothing to  be afraid of  if a stranger can hug and kiss my mother.""",4
295,"One night, a young school teacher had a dream.In his dream, an angel appeared and said to him, ""You will be given a child who will grow up to become a world  sank  .How will you prepare him so that he will realize his  husband  , grow in confidence, be open-minded, and strong in character? In short, what kind of  also  will you provide so that he can become one of the truly  that  leaders?"" The young teacher  someone  .It had never  with  to him before --- any one of his present or future students could be the person  slowly  .Was he preparing them to  pulled  to any position which they want? He thought, ""How might my  rushed  change if I knew that one of my students was this person?"" He  information  began to develop a plan in his mind. His teaching  choice  Every young person who walked through his  tired  became, for him, a future world leader.He saw each one, not as they were, but as they could be.He  jump  the best from his students, yet tempered it with compassion .He taught each one  as if  the future of the world depended on his instruction. After many years, a man he taught rose to a  apologies  of world prominence .Of all the various teachers in his life, he was the  address  . Children are  happy  messages we send to a time and place we will never see.Believe that one child's  added  may depend upon influence only you can provide, and something remarkable will  advice  For no young person will ever be  hard  to you again.And you will never be the same.",4
296,"In high school I had a math teacher, Mrs. Davies, who took her job seriously and expected her students to put forth the same degree of commitment. Strict but fair, she held our attention with her time-proven approach. One of her  sank  was for students who were more advanced academically. I chose to  husband  it and soon realized that the course was a bit over my head. I  also  with the complex problems that others seemed to learn without much effort.
One Friday we were tested  that  our ability to use a theorem that no one in the class thoroughly understood. The teacher would  someone  our papers based on our ability to progress through the problem which easily filled two pages of formulaic notations . I was absolutely  with  . Finally, I didn't use the required theorem. Instead, I decided to use more familiar theorems to arrive at an  slowly  . I knew I had failed because I hadn't done the  pulled  assignment. I became resigned to my fate.
Our test papers were  rushed  back the following Monday. Everyone received a ""C"" except for me. To my surprise, I received an ""A"". I  information  that there must be a mistake. I watched  choice  as the teacher approached my desk, smiled, and asked for my test  tired  back.She then went back to copy my work onto the blackboard,  jump  the class how I had arrived at the correct answer.""Mathematics is meant to be a creative tool, pushing our minds to a rewarding answer,"" she said with confidence.  apologies  I didn't use the required theorem, she seemed genuinely proud of how I'd worked through the problem. The class saw her fold my test paper and put it into her textbook. She announced that it would be  address  with future classes.
My teacher would have been justified in giving me a  happy  grade. Instead, she used the  added  to deeply influence a student who often struggled. And after forty years, I still cherish the  advice  .It helped change my self-image. I  hard  up to a broad boundary of possibilities which has made my life an adventure. She understood that teaching went beyond strict demands and could be used to  name  . Thank you, Mrs. Davies.",4
297,"Mr. and Mrs. Jones don't often go out  in the evening  , but last Saturday, Mrs. Jones  sank  to her husband, ""There is a good  husband  tonight. Can we go and see it?"" Mr. Jones was quite  also  about it, so they went and both of them liked the film very much. They came out of  the cinema  at 11 o'clock, got into their  that  and began to drive home. It was quite dark, then Mrs. Jones said to Mr. Jones, ""Look! A woman is running along the road very  someone  , and a man is running after her. Can you see them?"" Mr. Jones said, ""Yes, I can."" He drove the car slowly near the woman and said to her, ""Can we  with  you?"" ""No, thank you,"" the woman said, but she didn't stop  running  . ""My husband and I always run home after the film, and the  slowly  one does the cleaning at home.""",3
298,"Now you're a fool for helping. ""I don't want to get involved"" seems to have become a national motto. One summer I was driving from my hometown of Tahoe City, California to New Orleans, Louisiana. In the middle of the desert, I passed a young man standing by the roadside. He had his  _  out and held a gas can in his other hand. I drove right by him. There was a time  _  you'd be called a jerk for passing by somebody  in need  . Several days later I was still  _  about the hitchhiker , about how I didn't even lift my foot  _  the accelerator for him. ""Does anyone stop any more?"" I wondered. I recalled Blanche DuBois's famous line--""I have always depended on the kindness of strangers."" Was that  _  these days? One way to test this would be for a person to journey  _  the US without any money, just  _  on the good will of others. What would happen? Would he find food, shelter and support? The idea intrigued me. The week I  _  37, I realized that I had never done something truly crazy.  _  I decided to really do it: travel from the Pacific to the Atlantic without a penny. I would only accept  _  of rides, food and places to sleep. For six weeks I hitched 82 rides and covered 4,223 miles across 14 states. I was treated kindly  _  I went. I was  _  by people's readiness to help a stranger. In Oregon, a house painter named Mike  _  the cold weather and asked if I had a coat. I didn't, so he gave me a big green army-style jacket. A lumber-mill worker in Michigan named Tim invited me to a  _  dinner with his family in their shabby house. Then he offered me a tent. I refused, but Tim insisted, packing it into my bag himself. I found people were generally compassionate. Hearing I had no money and would take none, people bought me food or  _  with them whatever they happened to have. Those who had the  _  to give often gave the most. I'm  _  to all the people I met for their rides, their food, their shelter and their gifts. My faith in ordinary folks was  _  I was proud to live in a country where people were still willing to help. In spite of everything, you can still depend on the  _  of strangers.",4
299,"Robert had just moved into the neighborhood, and he had a strange feeling that he was not wanted. He thought maybe  the other  boys were trying to get idea of what he was like. But that didn't make him feel any less  sank  . He was new, and he had to be  husband  , Still, proving himself would not be all  also  easy. He didn't want to make friends with bad boys or do anything  that  the law to prove that he was  someone  . No! He must show what he was  made of  in a good way. That's how he got his idea. The next day was Saturday. He  with  that most of the boys would go down to the playground and choose sides for Saturday's  slowly  game. Robert knew he was strong. Then the boys would want to be his friends. He  pulled  early and did his step exercises. He shot the ball several times and did some other exercises. Some of  rushed  were very difficult and looked cool. Then the boys came. Robert  went through  what he had done before the game and  information  what he could do. No one said a  choice  . The boys just looked at each other and thought about it. When it was all over, the biggest one in the group  tired  and shook his hand. Robert knew ha had made it.",3
300,"As Christmas is coming,there are presents to be bought,cards to be sent,and rooms to be cleaned. Parents are  sank  with difficult jobs of hiding presents from curious young children.If the gifts are large,this is sometimes a real  husband  .On Christmas Eve,young children find the  also  almost unbearable They are  that  between the wish to go to bed early so that Father Christmas will bring their presents quickly and the wish to  someone  up late so that they will not  with  the fun.The wish for gifts usually proves stronger.But though children go to bed early,they often lie  slowly  for a long time,hoping to get a short look at Father Christmas. Last Christmas,my wife and I  pulled  managed to hide a few large presents in the storeroom.I feared the moment when my son,Jimmy,would  rushed  me where that new bike had come from,but  information  he did not see it. On Christmas Eve,it took the children hours to go to sleep.It must have been nearly  choice  when my wife and I went quietly into their room and began  tired  stockings .Then I pushed in the  jump  I bought for Jimmy and left it beside the Christmas tree.We knew we would not get  apologies  sleep that night,for the children were  address  to get up early. At about five o'clock the next morning,we were woken by loud sounds coming from the children's room--they were shouting excitedly!  happy  I had time to get out of bed,young Jimmy came  added  into the room on his new bike,and his sister,Mary,  advice  close behind pushing her new baby carriage. Even the youngest baby arrived He moved  hard  the hands and knees into the room dragging a large balloon behind him.Suddenly it burst.That woke  name  up completely.The day had really begun with a bang !",4
301,"Do you want to be successful in everything you do? If so, then _ ? Here is an example.
There was a farmer who grew corn   all his life. Each year he took his corn to the market. Then each time his corn was the _ and won the first prize.
One year a newspaper reporter interviewed him and learned _ surprising about how he grew it. The farmer  offered  his seed  corn to  his neighbors .
""How can you _ your best seed corn with your neighbors?"" the reporter asked in surprise.  ""You know they are taking part in the competition with you each year.""
But the farmer said _ , ""Didn't you know? The wind picks up pollen {)from the corn and moves it quickly from field to field. It will affect the quality of my corn. So if I want to grow good corn, I must help my neighbors to grow good corn. ""
The farmer knew his corn couldn't improve _ his neighbor's corn improves.
As a great man says, ""We make a living by what we  get; we make a life by what we give."" We can't   live _ food, clothes, and many other things. However, a meaningful life is not decided by how much we can get,   but   by how much we can give others.
Giving, intead of taking, makes us   different   from other animals.  So those who choose to live well must help others to live well and those who choose to be happy must help others to find   happiness in their lives.",3
302,"It happened to a very young pastor .His church was very old and what's worse, a storm knocked a hole in the wall of the church. One day the pastor1  _  an auction and bid a beautiful tablecloth for six dollars. Hecarried the cloth back to the church and put it up on the wall. It completely hid the 2  _  ! Just before noon of Christmas Eve, the pastor noticed a woman standing in the cold at the bus stop. ""The 3  _  won't be here for 40 minutes!"" he called, and he invited her into the church to get 4  _  .She told him that she had come from the city to be interviewed for ajob as governess to the children of one wealthy family in town but she had been turned down. The woman saw the tablecloth and rose suddenly. The pastor smiled and started to tell her about the storm 5  _  , but she didn'tseem to 6  _  ""It is mine!"" she said. ""My husband had the cloth made 7  _  for mc ! She explained that she and her husband decided to go separately in the War II. They planned that he would 8  _  her. But she never saw him again. Later she heard that he had died. The pastor tried to 9  _  her, advising her to take the cloth with her. She 10  _  . Then she went away. On Christmas Eve, after the service in church, one middle-aged man--the local clock-and-watch repairman--looked rather 11  puzz led  .''It is strange,""he said in his soft accent. Many years ago, my wife and I owned such a cloth. The pastor suddenly became very 12  _  . He told him about the woman who had been in church 13  _  in the day.Together the two got in touch with the 14  _  who had interviewed her. And this man and his wife -who had been separated through so many saddened 15  _  were reunited.",4
